user_id,email,creation_date,last_activity_date,firstname,lastname,address,canal,country,gender,age_group,churn,order_count,total_amount,total_item,last_transaction,platform,event_count,session_count,last_event,days_since_creation,days_since_last_activity,days_last_event
f811a24e-23a0-4f50-85b9-ec5abc891b88,79d0ad0d69bea12363b6b978408822fe79566671,2021-05-11T00:00:00.000+0000,2022-10-10T10:27:46.000+0000,Aaron,Smith,"5184 Bryant Junction Apt. 408
Randystad, IL 37932",WEBAPP,FR,0,8,1,1,62,2,2022-10-15T18:04:18.000+0000,android,1,1,2022-10-20T18:20:18.000+0000,543,26,16
b73552b5-f2d0-46d8-b44e-fa72eaa4e631,8dfc2247fad0eb50932d28ddc830e4ad6a33dfe3,2021-07-13T00:00:00.000+0000,2022-10-07T12:52:10.000+0000,James,Gonzalez,"2144 Chelsea Rapid Apt. 043
Port Karina, IL 97737",WEBAPP,FR,1,7,0,1,34,2,2022-10-24T21:31:41.000+0000,ios,1,1,2022-10-23T16:52:18.000+0000,480,29,13
f4a81baa-11ce-47a5-92e3-d17cebc4aa52,6e3529fceb82436198794bb9d9f94a50289d7c01,2021-06-18T00:00:00.000+0000,2022-10-07T14:05:13.000+0000,Eric,Moore,"485 Monica Light
Millsmouth, WI 78511",WEBAPP,SPAIN,0,3,0,2,91,4,2022-10-09T20:14:01.000+0000,ios,2,2,2022-10-04T13:30:07.000+0000,505,29,32
163ff4b0-9763-40f9-b302-7d61932a1a9c,9969872f168930718818fc6dc69c0c07617c5ee0,2021-05-27T00:00:00.000+0000,2022-10-12T09:27:28.000+0000,John,Young,"Unit 6520 Box 2974
DPO AP 16587",WEBAPP,USA,0,0,1,2,86,4,2022-10-26T14:38:04.000+0000,ios,2,2,2022-10-19T02:56:22.000+0000,527,24,17
73548e4e-18a5-477a-bb44-148ceef970cb,f9986f3cf07df0531f997a143018481f7f8355c7,2021-10-11T00:00:00.000+0000,2022-10-07T11:19:33.000+0000,Daniel,Rodriguez,"940 Lara Mountains Apt. 605
North Belindafort, TX 83125",WEBAPP,SPAIN,0,1,0,2,81,3,2022-10-12T04:29:52.000+0000,ios,2,2,2022-10-15T11:20:41.000+0000,390,29,21
431dc648-1b5b-430c-a086-72cd4462af7c,651801922dd9a1d667cafaae461f48efde042f2a,2021-08-29T00:00:00.000+0000,2022-10-07T13:06:31.000+0000,Adrienne,Boyd,"8523 Stephen Burg Apt. 653
New Diane, NC 39693",WEBAPP,FR,1,6,0,3,142,7,2022-10-18T01:01:21.000+0000,ios,3,3,2022-10-09T13:06:02.000+0000,433,29,27
ea462c6a-be9f-4f88-aa0d-2f8cd7ddd9ba,b6384dee492ecb354e8ccf47e2e5105f5468cc38,2022-01-29T00:00:00.000+0000,2022-10-06T22:16:57.000+0000,Jamie,Harris,"38613 Villanueva Radial Apt. 236
Lopezchester, PA 87152",WEBAPP,USA,0,9,1,7,386,14,2022-10-27T05:55:55.000+0000,ios,7,5,2022-10-16T07:31:25.000+0000,280,30,20
39f50476-2b02-4fd7-8161-df3bfd982ae6,1937114ae59259ff8244f5c5469bb31e2c81f05d,2021-09-22T00:00:00.000+0000,2022-10-27T16:48:06.000+0000,Todd,Washington,"40477 Kramer Road
Andreatown, NE 67153",WEBAPP,FR,0,2,1,3,231,8,2022-10-14T05:00:33.000+0000,ios,3,3,2022-10-19T05:12:23.000+0000,409,9,17
ac107948-04c0-4ff6-84eb-f6e011664094,7dfaa5288169d454711312313aa0996a9a7a5e1d,2021-09-23T00:00:00.000+0000,2022-10-08T03:44:18.000+0000,William,Dixon,"176 Robinson Loaf Suite 590
West Georgestad, MD 04633",WEBAPP,SPAIN,1,4,0,3,90,5,2022-10-11T22:55:27.000+0000,ios,3,3,2022-10-27T14:56:51.000+0000,408,28,9
b43ef423-1310-4daf-ba3b-1f8044d04faa,38453bc0df6141716fa33da123e07760722d32b9,2022-01-14T00:00:00.000+0000,2022-10-12T17:46:57.000+0000,Tara,Arellano,"626 Stephen Bypass Apt. 164
Jacobberg, NH 40491",PHONE,FR,1,5,1,4,155,7,2022-10-28T04:56:07.000+0000,ios,4,4,2022-10-27T14:56:51.000+0000,295,24,9
df2582be-b3c1-4a17-9436-67bdc76d9188,44721a86869a3e55c19b4eb0a467c62f4c15da9c,2022-02-04T00:00:00.000+0000,2022-10-07T06:35:14.000+0000,Matthew,Morgan,"41335 Brock Curve
South Elizabethside, OR 24020",WEBAPP,FR,1,5,0,2,85,5,2022-10-26T04:31:27.000+0000,other,2,2,2022-10-07T06:49:04.000+0000,274,29,29
de9ac449-f518-4b70-ac03-2afe2ea76e80,e6c4ddd96b7be52dddeb0275179ea45c08725592,2021-10-31T00:00:00.000+0000,2022-10-03T09:12:44.000+0000,Harry,White,"0862 Weaver Island
Anitaside, OH 13886",WEBAPP,SPAIN,0,2,1,3,113,5,2022-10-24T16:38:59.000+0000,android,3,3,2022-10-17T07:31:57.000+0000,370,33,19
c4ac42b0-f88d-41c8-87e9-b8c324d85a48,814eab3e00dbdff88fa166d5703ea90cde991b42,2021-08-26T00:00:00.000+0000,2022-10-15T04:58:26.000+0000,Daniel,Rodriguez,"32630 Williams Throughway
Chanfurt, MI 62054",WEBAPP,FR,1,8,1,3,173,8,2022-10-27T08:52:57.000+0000,ios,4,4,2022-10-25T09:16:45.000+0000,436,21,11
a6692b5f-6eaa-4585-8db1-2d4f7214ad97,c1c50bb5652f1b6004e6d990e232a9b187f4aa7a,2021-09-09T00:00:00.000+0000,2022-10-08T11:46:50.000+0000,Samuel,Kim,"06651 Wright Street
Jonesshire, WY 93472",WEBAPP,USA,1,2,0,2,88,4,2022-10-05T04:31:20.000+0000,android,3,3,2022-10-01T14:35:47.000+0000,422,28,35
a8d9452b-2caf-46d4-aebf-12e91929ef23,faf58705adb3080d7f013ffc1c8f9b7bd9a07f0f,2021-08-11T00:00:00.000+0000,2022-10-04T03:17:58.000+0000,Vicki,Ewing,"5905 Charles Common
New Allison, MO 29364",null,USA,1,4,1,2,135,5,2022-10-08T19:11:01.000+0000,ios,2,1,2022-10-18T21:29:58.000+0000,451,32,18
dcbc7bd4-a715-4b55-839f-06a5bd257532,506ae4da5b8d47fae74608486dadf89193242b9b,2021-10-10T00:00:00.000+0000,2022-10-08T17:32:42.000+0000,Frank,Martin,"676 Huerta Parks Suite 483
Port Kaylabury, VA 40642",WEBAPP,SPAIN,1,7,1,5,234,11,2022-10-22T09:07:54.000+0000,other,5,5,2022-10-15T01:34:35.000+0000,391,28,21
dee41c68-00a5-4256-bd4b-bbc4c5a91c7e,faf58705adb3080d7f013ffc1c8f9b7bd9a07f0f,2021-09-10T00:00:00.000+0000,2022-10-04T03:17:58.000+0000,Vicki,Ewing,"5905 Charles Common
New Allison, MO 29364",null,FR,1,1,1,6,398,12,2022-10-28T01:26:26.000+0000,ios,6,6,2022-10-25T19:02:36.000+0000,421,32,11
fd15e414-bfc5-41b8-a964-218d65a41309,da0d2e9c5cfeb810140c6995ca9be6b67e799317,2021-09-29T00:00:00.000+0000,2022-10-20T02:28:00.000+0000,Michael,Diaz,"627 Casey Route Suite 549
South Darrell, DE 98440",WEBAPP,SPAIN,0,1,1,3,238,7,2022-10-27T05:48:19.000+0000,ios,3,3,2022-10-08T08:33:45.000+0000,402,16,28
e28442b6-1f64-415e-9eff-4ea8216f6c6b,31e11b3e49bcfe1317abb9287da9474e8a9c0a3b,2021-09-09T00:00:00.000+0000,2022-10-15T18:49:06.000+0000,Brittney,Watkins,"529 Foley Mills Apt. 793
Port Joshuamouth, NE 19790",MOBILE,FR,1,3,1,2,138,4,2022-10-26T09:51:11.000+0000,other,2,2,2022-10-10T23:31:31.000+0000,422,21,26
7516d09c-5a3d-443c-a413-cb4732963fed,bf5fca488c154cb9e5be79f7e828b249ba9dfc3f,2021-12-15T00:00:00.000+0000,2022-10-22T16:24:34.000+0000,Gregory,Thompson,"674 Mccormick Center Apt. 614
Russellville, OH 39462",WEBAPP,FR,0,3,1,4,193,8,2022-10-23T19:16:37.000+0000,other,4,4,2022-10-13T21:03:02.000+0000,325,14,23
2c511cd7-515c-482c-bbbe-d1f6172a779a,79d7f303dfee6bb3b3425c16bd4a544bbf00353d,2021-12-11T00:00:00.000+0000,2022-10-13T10:33:16.000+0000,Tammy,Coffey,"6492 Bernard Cove Suite 398
Blacktown, MN 62649",PHONE,SPAIN,1,9,1,4,165,7,2022-10-22T15:47:56.000+0000,ios,4,4,2022-10-24T13:09:34.000+0000,329,23,12
c8731ceb-92fe-4d0c-95c7-10bf7af35687,e3264f8074cd0216a6f4be6ae2ac2a9169e0dab0,2021-11-27T00:00:00.000+0000,2022-10-03T07:01:15.000+0000,Pamela,Small,"5595 Sarah Prairie
Lake Briannaview, DE 41663",PHONE,FR,0,3,1,4,134,7,2022-10-22T19:02:21.000+0000,other,4,4,2022-10-05T01:12:53.000+0000,343,33,31
49775b8c-fa6d-485d-8ba5-313d2f9282a1,6e3529fceb82436198794bb9d9f94a50289d7c01,2021-12-15T00:00:00.000+0000,2022-10-07T14:05:13.000+0000,Eric,Moore,"485 Monica Light
Millsmouth, WI 78511",WEBAPP,SPAIN,1,7,1,5,168,7,2022-10-23T22:07:09.000+0000,other,5,5,2022-10-24T19:48:46.000+0000,325,29,12
7c955b10-a2c1-4c31-a317-b5f83966b116,37595e6f1470d2c764ac6b95c0e67747f5e6bd30,2021-08-05T00:00:00.000+0000,2022-10-24T03:40:38.000+0000,Michele,Villarreal,"37467 Philip Port
Joneschester, UT 31403",PHONE,FR,1,8,0,3,88,5,2022-10-05T13:35:59.000+0000,ios,3,3,2022-10-19T21:01:39.000+0000,457,12,17
ffcefc8c-d35f-4c44-add3-b17f6bdac070,242c77234357539ce8d04ae8a2905ee050f97060,2021-12-18T00:00:00.000+0000,2022-10-01T22:37:55.000+0000,William,Hunter,"USS Jones
FPO AA 29045",WEBAPP,USA,1,2,1,2,76,3,2022-10-14T01:59:10.000+0000,ios,2,2,2022-10-12T10:07:37.000+0000,322,35,24
8a083f86-1038-46e8-b325-432459d87447,a86b0e990acdf58a88f5244866ed654ed8e4d6a5,2021-12-23T00:00:00.000+0000,2022-10-01T08:58:41.000+0000,Tina,Baird,"1392 Matthew Crest Apt. 403
East Michele, OK 71244",PHONE,SPAIN,1,8,0,2,108,4,2022-10-05T05:03:11.000+0000,other,2,2,2022-10-22T18:40:30.000+0000,317,35,14
abc98312-86a9-4af4-9dcb-20d22485ad58,42eb2adf287a5443e3bae13b42dbd3341df77509,2021-11-25T00:00:00.000+0000,2022-10-25T18:00:02.000+0000,Aaron,Smith,"3920 Angelica Inlet Suite 761
South Tammie, HI 90590",WEBAPP,FR,0,5,0,2,108,5,2022-10-22T02:36:09.000+0000,ios,2,2,2022-10-14T01:57:06.000+0000,345,11,22
e9a6fbbc-a525-476c-ad3e-b26867f173bf,06a5c4c4826ec24753e57eebc78df245d4ded187,2021-09-18T00:00:00.000+0000,2022-10-16T07:12:32.000+0000,Ryan,Reynolds,"89079 Ho Springs Apt. 753
West Thomas, NE 60602",WEBAPP,SPAIN,1,1,1,4,194,6,2022-10-28T11:36:09.000+0000,ios,4,4,2022-10-18T22:53:36.000+0000,413,20,18
9754027f-1780-416b-a417-0e56ce080048,dbf88e7e31f39facb88062c33b84597ccad6e64d,2021-12-31T00:00:00.000+0000,2022-10-13T19:29:22.000+0000,Sydney,Estes,"274 Julie Track Apt. 996
East Danielleport, AL 57640",PHONE,USA,1,7,1,2,107,4,2022-10-23T03:22:43.000+0000,ios,2,2,2022-10-20T01:36:00.000+0000,309,23,16
b1f063ac-aec1-4e59-811d-9712b517dd37,43ac948fcdaeb543fe652b9954c3e6833490af7d,2022-01-18T00:00:00.000+0000,2022-10-07T05:55:27.000+0000,Brandi,Perkins,"953 Medina Meadow
East Mary, FL 56834",MOBILE,USA,0,4,1,2,186,6,2022-10-26T06:53:13.000+0000,other,2,2,2022-10-25T05:43:02.000+0000,291,29,11
9dbd879e-da38-4789-a1b6-e1db2f04dcec,9399b006ae0e7ce069a6e40437379b7b1a0208a1,2022-01-04T00:00:00.000+0000,2022-10-06T04:07:08.000+0000,Sabrina,Rangel,"74914 Harris Mountain Suite 522
Blackbury, ND 28180",PHONE,FR,1,6,0,3,146,5,2022-10-11T03:53:22.000+0000,other,3,3,2022-10-26T02:21:17.000+0000,305,30,10
6b1472c8-4293-4f48-8747-4a5dd3606196,9b0e59b69b4892df7b9ec907078a466fe1c1d79b,2021-12-03T00:00:00.000+0000,2022-10-01T12:16:06.000+0000,Lori,Fuentes,"9284 Stephen Freeway
Hunterside, ME 39250",PHONE,USA,0,9,0,2,86,4,2022-10-27T16:15:12.000+0000,ios,2,2,2022-10-07T21:09:42.000+0000,337,35,29
b923de99-62fc-44e7-9a82-00e3f0e8a4c4,579ecb6c9e36da645e6f6c772d27907859a9f181,2021-09-15T00:00:00.000+0000,2022-10-22T15:42:44.000+0000,Andrea,Pierce,"382 Turner Highway Suite 120
Jessefurt, TN 76688",MOBILE,USA,1,1,1,4,141,6,2022-10-25T00:39:25.000+0000,android,4,4,2022-10-20T13:24:21.000+0000,416,14,16
a82b2cf1-63c3-46f7-a6b0-05436b4b578a,4dd85b255dbc013e72f72aebe16c8e7251697c2f,2022-02-23T00:00:00.000+0000,2022-10-14T11:22:34.000+0000,Hector,White,"516 Stevens Cape
Paulstad, TX 92322",WEBAPP,FR,1,7,0,2,70,4,2022-10-19T21:25:26.000+0000,ios,2,2,2022-10-27T10:40:43.000+0000,255,22,9
799fc4b7-71ad-45d0-9a0d-f0c0d1aa9982,4897fa5e25ce8daea319edde99c88bed483a0f58,2022-03-25T00:00:00.000+0000,2022-10-21T22:14:32.000+0000,Karen,Molina,"4513 Lindsey Fall
Lake Ashley, MN 54062",PHONE,FR,1,9,1,3,101,5,2022-10-21T07:26:29.000+0000,other,3,3,2022-10-05T00:27:31.000+0000,225,15,31
31b22244-e1b0-4db7-90c0-94c543b63e1a,aeba7a106c8af262c16987812eac85c25c16ae8e,2022-05-31T00:00:00.000+0000,2022-10-24T05:38:49.000+0000,Ana,Dunn,"PSC 2030, Box 4748
APO AP 89817",WEBAPP,FR,0,6,1,5,312,10,2022-10-18T14:16:11.000+0000,other,5,4,2022-10-24T00:50:13.000+0000,158,12,12
8cbd65d7-b6bf-4e70-b47d-8d0fcf245333,dfe0bd1e9ce7732f62b80e307ade5429aabe72ee,2022-02-28T00:00:00.000+0000,2022-10-05T03:54:11.000+0000,Melissa,Bond,"39872 Nielsen Valley
New Anna, MI 15122",PHONE,FR,1,3,1,4,166,6,2022-10-28T02:16:13.000+0000,other,4,4,2022-10-28T09:40:21.000+0000,250,31,8
dc500742-41d2-4ee7-9f20-f3dc42b88337,46b1bb97b560d94f4ddf75b880109bf6cbb7176f,2022-06-02T00:00:00.000+0000,2022-10-11T02:19:24.000+0000,Samuel,Kim,"0379 Kelley Roads Suite 843
South Sarah, ND 90117",WEBAPP,SPAIN,1,3,0,2,74,3,2022-10-25T14:13:43.000+0000,ios,2,2,2022-10-27T12:34:13.000+0000,156,25,9
b0e9ecdc-dd1e-4659-8290-623ec8c200ad,333bdb0b2e2614b1f8a06f75cd86ff0d979906ff,2022-04-13T00:00:00.000+0000,2022-10-09T08:07:27.000+0000,Adam,Smith,"48107 Julie Square Suite 174
Karenshire, LA 35767",WEBAPP,USA,1,8,1,2,85,4,2022-10-24T09:51:27.000+0000,other,2,2,2022-10-25T16:12:20.000+0000,206,27,11
b5ac8b08-5fa6-4ef3-aa34-9725690ba195,65bd845ae93890121d1d22e85ef184e707324f74,2022-04-01T00:00:00.000+0000,2022-10-18T22:58:50.000+0000,Ashley,Duncan,"6908 Richard Underpass Suite 068
East David, MS 78477",MOBILE,USA,1,8,0,1,38,2,2022-10-14T00:19:34.000+0000,ios,1,1,2022-10-01T00:16:52.000+0000,218,18,35
62c08242-7561-4375-90b0-333047e4a568,64d8cb65447f2a4600ba0be8583dd688705d74c6,2022-03-07T00:00:00.000+0000,2022-10-27T08:07:57.000+0000,Bridget,Lawrence,"PSC 7686, Box 0273
APO AA 05149",MOBILE,SPAIN,1,9,0,3,139,5,2022-10-25T11:54:08.000+0000,android,3,3,2022-10-25T06:15:16.000+0000,243,9,11
16435874-37a1-4546-91fb-410e98410ac7,6557c0a180b4150761b16fbdd2146dc6bd0a8532,2022-05-19T00:00:00.000+0000,2022-10-01T18:37:29.000+0000,Rachel,Mccullough,"9720 Frost Avenue
Jenniferberg, NY 57482",PHONE,FR,0,9,1,2,98,4,2022-10-07T19:47:28.000+0000,ios,2,2,2022-10-25T13:04:11.000+0000,170,35,11
61c2d609-f649-428b-a685-59d04bdd4047,db05d7972b6af7409d6f0676db1d13d3f66bd192,2022-04-20T00:00:00.000+0000,2022-10-20T22:50:30.000+0000,David,Anderson,"4074 Jennifer Hollow
Huangchester, MO 02966",WEBAPP,SPAIN,0,8,1,5,287,9,2022-10-26T08:03:36.000+0000,ios,5,5,2022-10-27T05:14:17.000+0000,199,16,9
a0ede2f7-fafd-4691-a345-cd052e6d5465,2015d29b44428bf4aa7a2791a1e4f695adbfdc7e,2022-03-12T00:00:00.000+0000,2022-10-17T10:41:31.000+0000,Terry,Harrison,"23896 Wood Walks
Brendaview, AK 14555",WEBAPP,USA,1,1,1,3,102,4,2022-10-19T03:23:59.000+0000,other,3,3,2022-10-11T20:43:04.000+0000,238,19,25
f1153c7e-3eaf-4a3a-aac1-c00a4d112d78,d657346ba972fc4c10a9779c4cf5058bafe75900,2022-05-31T00:00:00.000+0000,2022-10-27T21:25:00.000+0000,James,Harris,"38485 Rodriguez Groves Suite 578
Cynthiaport, ME 34469",WEBAPP,FR,0,9,0,3,133,7,2022-10-26T03:35:25.000+0000,ios,3,3,2022-10-16T06:34:49.000+0000,158,9,20
f3b41a90-761d-4d07-b4db-b359c7f0fd6c,22998784ecf1d0756a2cbc8dc3f483b311528df5,2022-02-03T00:00:00.000+0000,2022-10-26T10:54:22.000+0000,Daniel,Rodriguez,"893 Smith Park
West Tara, CA 70730",WEBAPP,FR,1,0,1,3,128,5,2022-10-13T19:54:15.000+0000,android,3,3,2022-10-08T18:17:44.000+0000,275,10,28
b27b107e-d31a-412f-bf36-59e14de33719,895ac5035dfd6696a6734b9da38834b6339f2172,2022-06-16T00:00:00.000+0000,2022-10-17T11:04:44.000+0000,Catherine,Jacobs,"08450 Diaz Keys
West Robin, IL 12486",MOBILE,USA,1,2,1,3,212,7,2022-10-17T19:30:48.000+0000,ios,3,3,2022-10-05T10:16:30.000+0000,142,19,31
005d7ac0-66c9-458f-bd03-161cdd70c7b7,d161e11f3e17ebbf0c83d62efc84fc95fb93956e,2022-05-11T00:00:00.000+0000,2022-10-11T09:55:11.000+0000,Robert,Ortiz,"1676 Brewer Bypass
New Bryanchester, RI 38129",WEBAPP,SPAIN,0,6,0,1,60,2,2022-10-27T03:39:46.000+0000,ios,1,1,2022-10-26T13:24:42.000+0000,178,25,10
7381458b-7a81-47df-9def-121424778268,ba0465c0e01c89b3403572dd7731063ea87fdcb4,2022-05-15T00:00:00.000+0000,2022-10-06T06:37:31.000+0000,William,Wagner,"652 Matthew Burgs Suite 524
Annabury, MO 19330",WEBAPP,FR,0,5,1,5,288,11,2022-10-23T08:36:22.000+0000,ios,5,5,2022-10-03T20:39:59.000+0000,174,30,33
3e8bda43-9bf1-4e7d-9615-a8445155e6a5,8af078c1aa64b33a464f8c095706564a76785687,2022-06-22T00:00:00.000+0000,2022-10-09T21:14:40.000+0000,Carla,Harper,"2002 Fields Lakes Apt. 938
Jacquelineberg, WV 09572",MOBILE,SPAIN,1,6,0,1,32,1,2022-10-01T10:07:58.000+0000,ios,1,1,2022-10-25T06:35:36.000+0000,136,27,11
49cf6480-f4fe-4222-b376-ab1ef1f53c84,5094b36d25e5eb447ae62ac181b201bde88a9913,2022-03-22T00:00:00.000+0000,2022-10-14T11:40:52.000+0000,Jennifer,Reeves,"9418 Stacey Branch Suite 109
South Richard, NH 23870",PHONE,SPAIN,1,2,1,4,163,7,2022-10-22T00:48:39.000+0000,other,4,4,2022-10-06T17:16:38.000+0000,228,22,30
228a717b-c21b-4065-b757-95183ffaba0d,68e7ed345bf3fd8ab75f0b39232a7c6bb9adae9d,2022-10-06T00:00:00.000+0000,2022-10-13T12:13:20.000+0000,Bobby,Williams,"74574 Austin Locks
East Lauraside, AK 92303",WEBAPP,SPAIN,1,9,1,5,175,9,2022-10-27T04:52:05.000+0000,ios,5,5,2022-10-10T04:26:46.000+0000,30,23,26
8917ceb0-40c8-4225-aa25-9e6a0fab7163,2d0ed6866e4d4a731f5d1a85d68c90d227879841,2022-08-17T00:00:00.000+0000,2022-10-05T15:36:15.000+0000,Christopher,Davis,"978 Taylor Hill Apt. 074
Brownport, OH 91142",WEBAPP,SPAIN,0,4,1,3,122,5,2022-10-16T03:14:43.000+0000,android,3,3,2022-10-26T11:15:41.000+0000,80,31,10
4ff0c525-01ab-4bc9-a237-4f582d3971a4,c3b241daab27362fe61604c7298c7e79706e3195,2022-09-28T00:00:00.000+0000,2022-10-13T16:29:30.000+0000,Erica,Lowe,"0272 Clinton Square Suite 942
Aguilarton, AR 55174",PHONE,SPAIN,0,5,0,2,112,3,2022-10-03T23:45:01.000+0000,null,2,2,2022-10-09T21:59:08.000+0000,38,23,27
937d43bd-de36-4b3b-86c7-ebfa617ebb10,d0cf86ba0e920a23cb839473a21e2cf07e192a21,2022-09-04T00:00:00.000+0000,2022-10-25T16:51:49.000+0000,James,Gonzalez,"308 Lee Run
Markside, CO 20561",WEBAPP,FR,1,6,0,3,133,6,2022-10-15T19:11:07.000+0000,android,3,3,2022-10-13T14:27:53.000+0000,62,11,23
a20b7949-281d-4d55-bd07-6d48f7f53ac9,6ec957546e6dbfe50df32f64cb274ca68c51e801,2022-07-29T00:00:00.000+0000,2022-10-18T18:25:49.000+0000,Matthew,Rogers,"PSC 3440, Box 5654
APO AP 82897",WEBAPP,USA,1,7,1,4,127,6,2022-10-14T17:04:06.000+0000,ios,4,4,2022-10-19T12:40:54.000+0000,99,18,17
963812d1-739b-414b-a2ae-fe8241640bb2,7dc88ec5a24ef8253d7f462e8da0e560f8c8a5fd,2022-10-23T00:00:00.000+0000,2022-10-09T20:09:20.000+0000,Robert,Gutierrez,"7434 Hill Streets
Meganstad, AR 61080",WEBAPP,FR,1,0,1,3,127,4,2022-10-25T11:20:09.000+0000,ios,3,3,2022-10-09T23:10:10.000+0000,13,27,27
